postime,time_est,icao,call,sqk,lat,long,alt,vsi,cmsgs,tsecs
1515369994332,1515369993837,A0547F,N120JE,1014,38.65869099,-72.43907099,26325,-1536,285,518
1515370052347,1515370054837,A0547F,N120JE,1014,38.73413099,-72.53627600,24875,-1472,331,579
1515370107331,1515370113837,A0547F,N120JE,1014,38.80316200,-72.62547999,23550,-1472,389,638
1515370173580,1515370173837,A0547F,N120JE,1014,38.88436900,-72.73086499,22000,-1408,442,698
1515370232876,1515370232837,A0547F,N120JE,1014,38.95655800,-72.82478700,20175,-2048,549,757
,1515370293785,A0547F,,,,,19850,-1600,3,50
1515370294500,1515370293837,A0547F,N120JE,1014,39.02874800,-72.91900599,18725,-1216,635,818
,1515370353785,A0547F,,,,,17750,-1600,6,110
1515370329609,1515370353837,A0547F,N120JE,1014,39.06854700,-72.97113000,17975,-1216,651,878
1515370413155,1515370413837,A0547F,N120JE,1014,39.16223099,-73.09413100,16175,-1216,693,938
,1515370473083,A0547F,,,,,15175,-1280,3,31
1515370474061,1515370474837,A0547F,N120JE,1014,39.22878999,-73.18166300,14900,-1280,772,999
,1515370533083,A0547F,N120JE,,,,14325,-1280,14,91
1515370533201,1515370533837,A0547F,N120JE,1014,39.29164099,-73.26465799,13675,-1280,908,1058
,1515370593083,A0547F,N120JE,1014,,,12500,-1280,29,151
1515370561060,1515370593837,A0547F,N120JE,1014,39.32103000,-73.30352800,13050,-1216,959,1118
,1515370651850,A0547F,,,,,11450,,2,3
1515370644975,1515370653083,A0547F,N120JE,1014,39.40397600,-73.41351100,11525,-1088,85,211
1515370651122,1515370654837,A0547F,N120JE,1014,39.40960700,-73.42103400,11400,-960,989,1179
,1515370711850,A0547F,,,,,10325,,3,63
1515370711835,1515370713083,A0547F,N120JE,1014,39.46884200,-73.50008800,10250,-1152,116,271
1515370709637,1515370713837,A0547F,N120JE,1014,39.46661499,-73.49706999,10325,-1088,1042,1238
,1515370770850,A0547F,N120JE,,,,9525,64,12,122
1515370756335,1515370773083,A0547F,N120JE,1014,39.51402300,-73.56021400,9525,-128,149,331
1515370766308,1515370773837,A0547F,N120JE,1014,39.52413899,-73.57370799,9525,64,1073,1298
1515370830273,1515370830850,A0547F,N120JE,1014,39.58840899,-73.65980500,9525,-64,51,182
1515370829476,1515370832083,A0547F,N120JE,1014,39.58740199,-73.65843400,9500,64,215,390
1515370826651,1515370832837,A0547F,N120JE,1014,39.58499700,-73.65521200,9525,-64,1123,1357
1515370889883,1515370891850,A0547F,N120JE,1014,39.64865100,-73.74065400,9525,64,142,243
1515370893914,1515370894083,A0547F,N120JE,1014,39.65272499,-73.74608600,9500,-64,289,452
1515370893900,1515370894837,A0547F,N120JE,1014,39.65272499,-73.74608600,9500,-64,1221,1419
1515370950633,1515370950850,A0547F,N120JE,1014,39.70440700,-73.81552899,8750,-1152,279,302
1515370948383,1515370951851,A0547F,,,39.70253000,-73.81301899,8800,-1152,24,34
1515370945008,1515370952083,A0547F,N120JE,1014,39.69942300,-73.80883799,8750,-1152,331,510
1515370953071,1515370952837,A0547F,N120JE,1014,39.70660399,-73.81851199,8725,-1152,1318,1477
1515371010446,1515371010850,A0547F,N120JE,1014,39.75398299,-73.88275899,7525,-1152,479,362
1515370956305,1515371011851,A0547F,,,39.70916700,-73.82197499,8150,-1152,32,94
1515371010321,1515371012083,A0547F,N120JE,1014,39.75398299,-73.88275799,7500,-1152,424,570
1515371006711,1515371012837,A0547F,N120JE,1014,39.75104900,-73.87884499,7600,-1088,1446,1537
1515371071134,1515371070850,A0547F,N120JE,1014,39.80264300,-73.94879199,6525,0,635,422
1515371070930,1515371071851,A0547F,N120JE,1014,39.80264300,-73.94879500,6525,-256,191,154
1515371064384,1515371072083,A0547F,N120JE,1014,39.79733300,-73.94157099,6550,-1344,496,630
1515371065476,1515371072837,A0547F,N120JE,1014,39.79829399,-73.94288400,6525,-128,1545,1597
1515371131134,1515371130850,A0547F,N120JE,1014,39.85134899,-74.01470899,6250,-1088,763,482
1515371129790,1515371131851,A0547F,N120JE,1014,39.84988400,-74.01274300,6225,-1280,503,214
